,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
341,Principal Data Scientist,USD 132K - 195K (Glassdoor est.),Demonstrated ability to effectively communicate complex data insights to both technical and non-technical stakeholders through data visualization.…,3.5,Keolis Commuter Services,"Boston, MA",501 to 1000 Employees,1908,Company - Private,Taxi & Car Services,Transportation & Logistics,$1 to $5 billion (USD)
342,Principal Application Developer,USD 120K - 156K (Glassdoor est.),"Bachelor's degree in Computer Science, Computer Engineering, Information Systems, related Engineering disciplines, or related field of study and six (6) years……",3.9,ADP,"Alpharetta, GA",10000+ Employees,1949,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD)
343,Lead Software Engineer - Data,USD 100K - 136K (Glassdoor est.),"Executes creative software solutions, design, development, and technical troubleshooting with ability to think beyond routine or conventional approaches to……",4.0,JPMorgan Chase & Co,"Plano, TX",10000+ Employees,1799,Company - Public,Banking & Lending,Financial Services,$10+ billion (USD)
344,"Senior Data Scientist, Specialist",USD 105K - 137K (Glassdoor est.),"Creates alternative model approaches to assess highly complex model design and advance future capabilities, along with develop and implement advanced AI/ML……",3.7,Vanguard,"Charlotte, NC",10000+ Employees,1975,Company - Private,Investment & Asset Management,Financial Services,Unknown / Non-Applicable
345,Sr. Data Analyst,USD 85K - 110K (Employer est.),Write clean code that can be maintained and extended by other technical stakeholders. Stay up-to-date with industry technologies and frameworks to identify……,4.1,SteadyMD,United States,51 to 200 Employees,2016,Company - Private,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable
346,Senior Data Scientist (Credit Risk & Decision Science),USD 111K - 174K (Employer est.),"Provide independent data science, machine learning, and analytical insights using member, financial, and organizational data to support mission critical……",4.1,Navy Federal Credit Union,"Vienna, VA",10000+ Employees,1933,Self-employed,Banking & Lending,Financial Services,Unknown / Non-Applicable
347,Actuarial Team Member,USD 80K (Employer est.),Works extensively with business leaders and technical experts to develop innovative business solutions and insights. Annual company-wide volunteer day.…,4.7,SFM Mutual Insurance Company,"Bloomington, MN",201 to 500 Employees,1983,Company - Private,Insurance Carriers,Insurance,$100 to $500 million (USD)
348,"Principal Data Scientist, Experimentation",USD 160K - 225K (Employer est.),"Proactive analysis and modeling to identify opportunities to further develop the marketplace, including innovating and building cutting-edge auction mechanics /……",3.7,Rokt,"New York, NY",201 to 500 Employees,2012,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable
349,"Sr. Data Scientist, Specialist",USD 85K - 116K (Glassdoor est.),"Research, develop, and implement advanced AI/ML solutions to support data-driven business decision making. Serve as the data science expert on cross functional……",3.7,Vanguard,"Malvern, PA",10000+ Employees,1975,Company - Private,Investment & Asset Management,Financial Services,Unknown / Non-Applicable
350,Machine Learning Engineer,USD 77K - 113K (Glassdoor est.),Demonstrated success applying advanced statistical methods and machine learning algorithms to production/field data using Python or R.…,3.2,Howmet Aerospace,"Whitehall, MI",Unknown,1888,Company - Public,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable
351,Lead Machine Learning Engineer,USD 104K - 149K (Glassdoor est.),"Bachelor degree and 5 years of work experience in a computer science, engineering, or related field OR Master’s degree and 4 years of work experience in a……",4.0,HCSC,"Chicago, IL",10000+ Employees,1936,Company - Private,Insurance Carriers,Insurance,Unknown / Non-Applicable
352,Lead Software Engineer - AWS/Machine Learning,USD 117K - 158K (Glassdoor est.),"Executes creative software solutions, design, development, and technical troubleshooting with ability to think beyond routine or conventional approaches to……",4.0,JPMorgan Chase & Co,"Houston, TX",10000+ Employees,1799,Company - Public,Banking & Lending,Financial Services,$10+ billion (USD)
353,Principal Data Science,USD 127K - 177K (Employer est.),"Operates as a subject matter expert on statistical analysis, test and design of experiment, analysis methodology, modeling & application, and financial impact……",3.9,Discover Financial Services,"Riverwoods, IL",10000+ Employees,1985,Company - Public,Banking & Lending,Financial Services,$1 to $5 billion (USD)
354,"Manager, Data Science - Card Fraud Detection",-1,You have hands-on experience developing data science solutions using open-source tools and cloud computing platforms. At least 4 years’ experience with SQL.…,3.9,Capital One,"McLean, VA",10000+ Employees,1994,Company - Public,Banking & Lending,Financial Services,$10+ billion (USD)
355,Principal Data Science,USD 127K - 177K (Employer est.),"Operates as a subject matter expert on statistical analysis, test and design of experiment, analysis methodology, modeling & application, and financial impact……",3.9,Discover Financial Services,"Chicago, IL",10000+ Employees,1985,Company - Public,Banking & Lending,Financial Services,$1 to $5 billion (USD)
356,Consumer Products/Retail Data Science Manager,USD 82K - 143K (Glassdoor est.),"You will be responsible for the technical direction of client engagements while defining the project strategy, communicating complex concepts to both technical……",4.0,Deloitte,"Tampa, FL",10000+ Employees,1850,Company - Private,Business Consulting,Management & Consulting,$10+ billion (USD)
357,Senior Engineer - Generative AI Product Engineering (Remote Eligible),-1,"Bachelor’s degree in Computer Science, Computer Engineering or a technical field. You will work with a team of world-class AI engineers and researchers to……",3.9,Capital One,"Richmond, VA",10000+ Employees,1994,Company - Public,Banking & Lending,Financial Services,$10+ billion (USD)
358,Senior Engineer - Generative AI Product Engineering (Remote Eligible),-1,"Bachelor’s degree in Computer Science, Computer Engineering or a technical field. You will work with a team of world-class AI engineers and researchers to……",3.9,Capital One,"Wilmington, DE",10000+ Employees,1994,Company - Public,Banking & Lending,Financial Services,$10+ billion (USD)
359,Senior Engineer - Generative AI Product Engineering (Remote Eligible),-1,"Bachelor’s degree in Computer Science, Computer Engineering or a technical field. You will work with a team of world-class AI engineers and researchers to……",3.9,Capital One,"Boston, MA",10000+ Employees,1994,Company - Public,Banking & Lending,Financial Services,$10+ billion (USD)
360,"Senior Scientist, Commercial Data Science",USD 91K - 151K (Glassdoor est.),"Highly independent with the ability to develop innovative solutions to complex, unstructured problems. Strong background in data science, commercial analytics,……",4.2,Genmab,"Princeton, NJ",1001 to 5000 Employees,1999,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$1 to $5 billion (USD)
361,Senior Data Analyst,USD 68K - 102K (Glassdoor est.),"Develops and maintains working relationships with business leaders/strategy owners, and advises executive roles through objective metrics of progress and……",3.7,Simmons Prepared Foods Inc,"Siloam Springs, AR",1001 to 5000 Employees,1949,Company - Private,Food & Beverage Manufacturing,Manufacturing,$1 to $5 billion (USD)
362,"Engineer, Generative AI",USD 160K - 190K (Employer est.),"Conduct research, design, and develop generative AI-driven features and experiences customized to the unique preferences and behaviors of our users.…",3.7,Vagaro,"Pleasanton, CA",201 to 500 Employees,2009,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable
363,Data Scientist Senior Technical Specialist,USD 146K - 234K (Employer est.),"Requires strong technical and computational skills - engineering, physics, mathematics, coupled with the ability to code design, develop, and deploy……",3.6,Peraton,"Reston, VA",10000+ Employees,2017,Company - Private,Information Technology Support Services,Information Technology,$5 to $10 billion (USD)
364,Data Scientist,USD 77K - 118K (Glassdoor est.),"As a Data Scientist, you will play a crucial role in designing, developing, and implementing data science solutions to empower investigators and enhance our……",4.1,TechOp Solutions International,"Tampa, FL",1 to 50 Employees,2005,Company - Private,Business Consulting,Management & Consulting,$1 to $5 million (USD)
365,Enterprise Data Scientist,USD 146K - 234K (Employer est.),"Bachelor's degree Computer Science, Mathematics, or related discipline plus nine years of experience in Mathematics/Statistics, Computer Science, and analysis……",3.6,Peraton,"Columbia, MD",10000+ Employees,2017,Company - Private,Information Technology Support Services,Information Technology,$5 to $10 billion (USD)
366,Senior Research Data Scientist - Imaging,USD 84K - 125K (Glassdoor est.),"Master's degree in computer science, Clinical Informatics, Public Health Administration, Business Administration, or Engineering, or an MD with experience in……",4.3,Houston Methodist Academic Institute,"Houston, TX",10000+ Employees,1919,Nonprofit Organization,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable
367,(Senior) Data Scientist - BCG X & BCG Fed,USD 145K - 190K (Employer est.),"You will collaborate on interdisciplinary teams of BCG X engineers, researchers, technical experts, designers, and BCG consultants to design, build, and deploy……",4.3,Boston Consulting Group,"Boston, MA",10000+ Employees,1963,Company - Private,Business Consulting,Management & Consulting,$10+ billion (USD)
368,Principal Data Scientist - BCG X & BCG Fed,USD 253K (Employer est.),"You will collaborate on interdisciplinary teams of BCG X engineers, researchers, technical experts, designers, and BCG consultants to design, build, and deploy……",4.3,Boston Consulting Group,"Washington, DC",10000+ Employees,1963,Company - Private,Business Consulting,Management & Consulting,$10+ billion (USD)
369,Principal Data Scientist - BCG X & BCG Fed,USD 253K (Employer est.),"You will collaborate on interdisciplinary teams of BCG X engineers, researchers, technical experts, designers, and BCG consultants to design, build, and deploy……",4.3,Boston Consulting Group,"Boston, MA",10000+ Employees,1963,Company - Private,Business Consulting,Management & Consulting,$10+ billion (USD)
370,TSS Data Scientist,USD 82K - 114K (Glassdoor est.),Leverage large sets of structured and unstructured data to develop tools and techniques for robust data analysis. HOW A DATA SCIENTIST WILL MAKE AN IMPACT.…,3.9,General Dynamics Information Technology,"Bossier City, LA",10000+ Employees,1996,Subsidiary or Business Segment,Information Technology Support Services,Information Technology,$10+ billion (USD)
